1, 1585296676.973680, 5.41113, -2.08798, 0, 1
2, 1585296676.973680, 9.29722, -0.227219, 0, 1
3, 1585296676.973680, 18.7609, 3.005, 0, 1
1, 1585296677.023690, 5.42199, -2.05962, 0, 1
2, 1585296677.023690, 9.09766, -0.206455, 0, 1
3, 1585296677.023690, 18.6462, 3.08686, 0, 1
1, 1585296677.073721, 5.43624, -2.02172, 0, 1
2, 1585296677.073721, 9.1986, -0.160562, 0, 1
3, 1585296677.073721, 18.6298, 3.18445, 0, 1
1, 1585296677.123747, 5.44675, -1.99323, 0, 1
2, 1585296677.123747, 9.09932, -0.111175, 0, 1
3, 1585296677.123747, 18.6129, 3.28195, 0, 1
1, 1585296677.173727, 5.45711, -1.96468, 0, 1
2, 1585296677.173727, 9.19978, -0.0642276, 0, 1
3, 1585296677.173727, 18.8156, 3.28385, 0, 1
1, 1585296677.223755, 5.47069, -1.92653, 0, 1
2, 1585296677.223755, 9.09999, -0.0158825, 0, 1
1, 1585296677.273719, 5.47738, -1.90743, 0, 1
2, 1585296677.273719, 9.19978, 0.0642276, 0, 1
3, 1585296677.273719, 18.7491, 3.64445, 0, 1
1, 1585296677.323789, 5.49057, -1.86914, 0, 1
2, 1585296677.323789, 9.09932, 0.111175, 0, 1
3, 1585296677.323789, 18.6381, 3.69045, 0, 1
1, 1585296677.373775, 5.50348, -1.83076, 0, 1
2, 1585296677.373775, 9.19798, 0.19267, 0, 1
3, 1585296677.373775, 18.7099, 3.84059, 0, 1
1, 1585296677.423758, 5.51925, -1.78267, 0, 1
2, 1585296677.423758, 9.09645, 0.254087, 0, 1
3, 1585296677.423758, 18.5779, 3.98275, 0, 1
1, 1585296677.473733, 5.53459, -1.73444, 0, 1
2, 1585296677.473733, 9.095, 0.301712, 0, 1
3, 1585296677.473733, 18.5639, 4.04758, 0, 1
1, 1585296677.523771, 5.54952, -1.68607, 0, 1
2, 1585296677.523771, 9.09267, 0.365199, 0, 1
3, 1585296677.523771, 18.513, 4.27407, 0, 1
1, 1585296677.573761, 5.56402, -1.63758, 0, 1
2, 1585296677.573761, 9.18979, 0.433379, 0, 1
3, 1585296677.573761, 18.58, 4.42639, 0, 1
1, 1585296677.623816, 5.56687, -1.62787, 0, 1
2, 1585296677.623816, 9.08581, 0.507976, 0, 1
3, 1585296677.623816, 18.4516, 4.53214, 0, 1
1, 1585296677.673771, 5.57532, -1.5987, 0, 1
2, 1585296677.673771, 9.18185, 0.577673, 0, 1
3, 1585296677.673771, 18.5246, 4.65305, 0, 1
1, 1585296677.723795, 5.38575, -1.53417, 0, 1
2, 1585296677.723795, 9.07893, 0.618939, 0, 1
3, 1585296677.723795, 18.4195, 4.66084, 0, 1
1, 1585296677.773760, 5.97451, -1.65688, 0, 1
2, 1585296677.773760, 9.17529, 0.673791, 0, 1
3, 1585296677.773760, 18.5082, 4.71768, 0, 1
0, 1585296677.823815, 3.72015, 2.1565, 0, 1
1, 1585296677.823815, 5.98593, -1.61513, 0, 1
2, 1585296677.823815, 9.07318, 0.698143, 0, 1
3, 1585296677.823815, 18.3948, 4.75722, 0, 1
0, 1585296677.873764, 3.63364, 2.10635, 0, 1
1, 1585296677.873764, 5.9998, -1.56283, 0, 1
2, 1585296677.873764, 9.17037, 0.73783, 0, 1
3, 1585296677.873764, 18.4832, 4.81452, 0, 1
0, 1585296677.923832, 3.96756, 2.32776, 0, 1
1, 1585296677.923832, 6.10751, -1.54544, 0, 1
2, 1585296677.923832, 9.06674, 0.777294, 0, 1
0, 1585296677.973836, 3.59253, 2.17571, 0, 1
1, 1585296677.973836, 5.92896, -1.43437, 0, 1
2, 1585296677.973836, 9.15917, 0.865796, 0, 1
3, 1585296677.973836, 18.3964, 5.13637, 0, 1
1, 1585296678.023789, 5.66252, -1.25535, 0, 1
2, 1585296678.023789, 9.04848, 0.967003, 0, 1
1, 1585296678.073816, 5.67743, -1.18608, 0, 1
2, 1585296678.073816, 9.03409, 1.09325, 0, 1
1, 1585296678.123842, 5.68154, -1.16625, 0, 1
2, 1585296678.123842, 9.02006, 1.20353, 0, 1
1, 1585296678.173836, 5.68154, -1.16625, 0, 1
2, 1585296678.173836, 9.0917, 1.40747, 0, 1
1, 1585296678.223856, 5.6915, -1.11663, 0, 1
2, 1585296678.223856, 8.87133, 1.5164, 0, 1
1, 1585296678.273831, 5.04786, -0.727408, 0, 1
2, 1585296678.273831, 9.05743, 1.61337, 0, 1
1, 1585296678.323884, 5.85086, -0.759894, 0, 1
2, 1585296678.323884, 8.92359, 1.78311, 0, 1
1, 1585296678.373847, 6.55887, -0.735695, 0, 1
2, 1585296678.373847, 8.97492, 2.02259, 0, 1
1, 1585296678.423867, 5.77232, -0.565981, 0, 1
2, 1585296678.423867, 8.83732, 2.17065, 0, 1
1, 1585296678.473842, 6.0812, -0.4786, 0, 1
2, 1585296678.473842, 8.9189, 2.25683, 0, 1
1, 1585296678.523876, 5.78657, -0.394489, 0, 1
2, 1585296678.523876, 8.80214, 2.3092, 0, 1
1, 1585296678.573887, 5.99122, -0.324473, 0, 1
2, 1585296678.573887, 8.86968, 2.44312, 0, 1
1, 1585296678.623908, 5.79403, -0.263105, 0, 1
2, 1585296678.623908, 8.75618, 2.47775, 0, 1
1, 1585296678.673889, 5.89482, -0.247066, 0, 1
2, 1585296678.673889, 8.83917, 2.55129, 0, 1
3, 1585296678.673889, 17.167, 8.37289, 0, 1
1, 1585296678.723857, 5.79533, -0.232764, 0, 1
2, 1585296678.723857, 8.73867, 2.53882, 0, 1
3, 1585296678.723857, 17.0332, 8.41835, 0, 1
1, 1585296678.773917, 5.79647, -0.202417, 0, 1
2, 1585296678.773917, 8.82569, 2.59754, 0, 1
3, 1585296678.773917, 17.0783, 8.5522, 0, 1
1, 1585296678.823972, 5.69687, -0.188985, 0, 1
2, 1585296678.823972, 8.72074, 2.59976, 0, 1
3, 1585296678.823972, 16.9291, 8.62582, 0, 1
1, 1585296678.873914, 5.8974, -0.175031, 0, 1
2, 1585296678.873914, 8.80734, 2.65909, 0, 1
3, 1585296678.873914, 16.9726, 8.76021, 0, 1
1, 1585296678.923908, 5.79714, -0.182182, 0, 1
2, 1585296678.923908, 8.71161, 2.63019, 0, 1
3, 1585296678.923908, 16.8837, 8.71434, 0, 1
1, 1585296678.973945, 5.79681, -0.1923, 0, 1
2, 1585296678.973945, 8.80734, 2.65909, 0, 1
3, 1585296678.973945, 17.0031, 8.70091, 0, 1
1, 1585296679.023952, 5.69719, -0.179041, 0, 1
2, 1585296679.023952, 8.71619, 2.61498, 0, 1
3, 1585296679.023952, 16.8989, 8.68486, 0, 1
1, 1585296679.073875, 5.79774, -0.161946, 0, 1
2, 1585296679.073875, 8.80734, 2.65909, 0, 1
3, 1585296679.073875, 16.9726, 8.76021, 0, 1
1, 1585296679.123898, 5.69805, -0.149209, 0, 1
2, 1585296679.123898, 8.70237, 2.66058, 0, 1
3, 1585296679.123898, 16.8225, 8.832, 0, 1
1, 1585296679.173955, 5.79851, -0.131587, 0, 1
2, 1585296679.173955, 8.7933, 2.70517, 0, 1
3, 1585296679.173955, 16.8955, 8.90799, 0, 1
1, 1585296679.223955, 5.69895, -0.109425, 0, 1
2, 1585296679.223955, 8.68359, 2.72127, 0, 1
3, 1585296679.223955, 16.7915, 8.89067, 0, 1
1, 1585296679.273959, 5.79943, -0.0809806, 0, 1
2, 1585296679.273959, 8.76449, 2.7971, 0, 1
3, 1585296679.273959, 16.8329, 9.02572, 0, 1
1, 1585296679.323960, 5.69986, -0.0397932, 0, 1
2, 1585296679.323960, 8.63477, 2.87241, 0, 1
3, 1585296679.323960, 16.6658, 9.12425, 0, 1
1, 1585296679.373959, 5.79986, 0.0404913, 0, 1
2, 1585296679.373959, 8.68826, 3.02557, 0, 1
3, 1585296679.373959, 16.7273, 9.42535, 0, 1
1, 1585296679.423936, 5.69895, 0.109425, 0, 1
2, 1585296679.423936, 8.6561, 3.11639, 0, 1
3, 1585296679.423936, 16.4875, 9.44251, 0, 1
1, 1585296679.473966, 5.69653, 0.198927, 0, 1
2, 1585296679.473966, 8.61175, 3.23694, 0, 1
3, 1585296679.473966, 16.5577, 9.52112, 0, 1
1, 1585296679.523973, 5.6927, 0.28838, 0, 1
2, 1585296679.523973, 8.48415, 3.29078, 0, 1
3, 1585296679.523973, 16.4545, 9.5, 0, 1
