0, 1.49596, 2.91559, 0.0524874, 4, 30.7, -10
0, 1.48542, 2.93498, -0.272351, 3.5, 29.9, 11
0, 1.48651, 2.93624, -0.277426, 3.8, 30.2, 12
0, 1.48745, 2.93754, -0.282417, 3.5, 30.1, 11
0, 1.48563, 2.93935, -0.285861, 3.7, 30.1, 7
0, 1.48384, 2.94095, -0.289257, 3.5, 30.1, 6
0, 1.48282, 2.93878, -0.291621, 3.8, 30.1, 7
0, 1.48174, 2.93677, -0.294011, 3.5, 30.2, 6
0, 1.47986, 2.93769, -0.296792, 3.9, 30.2, 8
0, 1.47811, 2.93852, -0.29961, 3.5, 30, 6
0, 1.47921, 2.93727, -0.303017, 3.1, 29.8, 9
0, 1.48028, 2.93612, -0.30649, 3.4, 29.7, 8
0, 1.48086, 2.93718, -0.311106, 3.7, 29.9, 9
0, 1.48148, 2.93824, -0.315735, 3.4, 30, 7
0, 1.48297, 2.93918, -0.320437, 3.6, 30.2, 9
0, 1.48437, 2.94008, -0.32502, 3.4, 30.1, 7
0, 1.48378, 2.93997, -0.326906, 3.7, 30.2, 9
0, 1.48321, 2.93987, -0.328757, 3.4, 30.1, 8
0, 1.48272, 2.93973, -0.329856, 3.6, 30, 9
0, 1.48224, 2.93959, -0.330935, 3.4, 29.9, 8
0, 1.48205, 2.93961, -0.331566, 3.6, 29.9, 10
0, 1.48192, 2.93963, -0.332237, 3.4, 29.9, 8
0, 1.483, 2.93951, -0.333827, 3.7, 29.9, 10
0, 1.48401, 2.93935, -0.335469, 3.4, 29.9, 8
0, 1.48348, 2.93838, -0.338301, 3.6, 29.9, 10
0, 1.48294, 2.93748, -0.341131, 3.4, 29.9, 8
0, 1.48207, 2.93889, -0.343957, 3.6, 29.9, 10
0, 1.48123, 2.94029, -0.346868, 3.4, 30, 8
0, 1.4812, 2.94166, -0.352275, 3.6, 29.9, 10
0, 1.48111, 2.943, -0.357667, 3.4, 30, 8
0, 1.47956, 2.94312, -0.362607, 3.5, 29.9, 9
0, 1.47803, 2.94324, -0.367546, 3.4, 30, 8
0, 1.47702, 2.94364, -0.372613, 3.6, 30, 9
0, 1.47606, 2.94403, -0.37766, 3.4, 30, 8
0, 1.47646, 2.94443, -0.381661, 3.5, 30, 9
0, 1.47687, 2.9449, -0.385686, 3.4, 30, 8
0, 1.47731, 2.94791, -0.390219, 3.5, 30, 9
0, 1.4777, 2.95084, -0.394688, 3.4, 30.2, 7
0, 1.47629, 2.95063, -0.397012, 3.5, 30.2, 8
0, 1.47488, 2.9504, -0.399352, 3.4, 30.2, 7
0, 1.47341, 2.94965, -0.402039, 3.4, 30.2, 8
0, 1.47196, 2.94892, -0.404793, 3.3, 30.1, 7
0, 1.47187, 2.94889, -0.410069, 3.4, 30.2, 8
0, 1.47179, 2.94884, -0.415318, 3.3, 30.2, 6
0, 1.4724, 2.94784, -0.419019, 3.4, 30.2, 7
0, 1.47301, 2.94685, -0.422658, 3.3, 30.3, 5
0, 1.4735, 2.94578, -0.423688, 3.4, 30.3, 7
0, 1.47396, 2.94472, -0.424727, 3.3, 30.3, 5
0, 1.47335, 2.94433, -0.426157, 3.4, 30.3, 6
0, 1.47275, 2.94393, -0.42759, 3.3, 30.2, 4
0, 1.47302, 2.94314, -0.429223, 3.4, 30.3, 6
0, 1.47329, 2.94235, -0.430859, 3.3, 30.2, 4
0, 1.47391, 2.94125, -0.432681, 3.4, 30.3, 5
0, 1.47454, 2.94015, -0.434527, 3.3, 30.2, 4
0, 1.47554, 2.93977, -0.438115, 3.4, 30.2, 5
0, 1.47656, 2.93939, -0.441723, 3.3, 30.2, 3
0, 1.47765, 2.94003, -0.446249, 3.4, 30.2, 4
0, 1.47875, 2.94066, -0.450784, 3.3, 30.2, 3
0, 1.47992, 2.94019, -0.455967, 3.4, 30.2, 4
0, 1.48108, 2.93974, -0.461126, 3.3, 30.2, 3
0, 1.48174, 2.94007, -0.464328, 3.4, 30.2, 3
0, 1.4824, 2.94041, -0.467525, 3.3, 30.2, 2
0, 1.48248, 2.93997, -0.469351, 3.4, 30.2, 2
0, 1.48255, 2.93955, -0.471195, 3.3, 30.1, 1
0, 1.48234, 2.94021, -0.475121, 3.4, 30.2, 1
0, 1.48213, 2.94087, -0.479052, 3.3, 30.2, 0
0, 1.48185, 2.94023, -0.4838, 3.4, 30.2, 0
0, 1.48158, 2.93959, -0.488553, 3.3, 30.1, -1
0, 1.48205, 2.93973, -0.493846, 3.4, 30.1, 0
0, 1.48251, 2.93986, -0.499144, 3.3, 30.1, -1
0, 1.48143, 2.93755, -0.503697, 3.4, 30.1, -1
0, 1.48036, 2.93523, -0.508258, 3.3, 30.2, -2
0, 1.47923, 2.93582, -0.514358, 3.4, 30.2, -2
0, 1.47809, 2.93641, -0.52045, 3.3, 30.1, -4
0, 1.47822, 2.93659, -0.52704, 3.4, 30.1, -4
0, 1.47835, 2.93676, -0.533618, 3.3, 30.1, -6
0, 1.48039, 2.93609, -0.54022, 3.3, 30, -6
0, 1.48243, 2.93543, -0.546811, 3.3, 30.1, -9
0, 1.48246, 2.93384, -0.553383, 3.3, 30, -9
0, 1.48249, 2.93225, -0.559954, 3.3, 30.1, -10
0, 1.47938, 2.93226, -0.566739, 3.3, 30.1, -10
0, 1.47625, 2.93228, -0.573528, 3.3, 30.2, -10
0, 1.47447, 2.93279, -0.578633, 3.4, 30.1, -10
0, 1.47268, 2.93331, -0.583736, 3.3, 30.2, -10
0, 1.47016, 2.93372, -0.588293, 3.3, 30.1, -10
0, 1.47269, 2.9354, -0.622759, 3.4, 30.2, -10
0, 1.47225, 2.93401, -0.626261, 3.8, 30.2, -10
0, 1.46898, 2.93203, -0.632164, 3.9, 31.6, -10
0, 1.45491, 2.93493, -0.66285, 3.3, 30.4, -10
1, 3.19808, 1.40569, -0.0708651, 3.9, -12.3, -10
1, 3.19935, 1.40623, -0.0838214, 3.5, -12.1, -10
1, 3.19684, 1.40632, -0.096891, 4, -12.5, -10
1, 3.19448, 1.40642, -0.109968, 3.4, -12.6, -10
1, 3.19369, 1.40666, -0.123021, 3.9, -12.4, -10
1, 3.19293, 1.40699, -0.135456, 3.4, -12.7, -9
1, 3.19259, 1.40833, -0.141045, 3.9, -12.3, -6
1, 3.1922, 1.40991, -0.146519, 3.5, -12.6, -4
1, 3.19135, 1.41388, -0.15057, 3.7, -12.4, -2
1, 3.19061, 1.41752, -0.154294, 3.5, -12.6, -1
1, 3.19109, 1.41739, -0.15423, 3.6, -12.4, 1
1, 3.19148, 1.41719, -0.154156, 3.5, -12.5, 1
1, 3.19088, 1.4163, -0.153961, 3.6, -12.4, 2
1, 3.19044, 1.41562, -0.154341, 3.5, -12.4, 3
1, 3.19176, 1.41745, -0.161407, 3.6, -12.4, 3
1, 3.19296, 1.41909, -0.168688, 3.5, -12.4, 3
1, 3.19256, 1.41838, -0.178678, 3.6, -12.3, 4
1, 3.19218, 1.41764, -0.188594, 3.6, -12.3, 3
1, 3.19207, 1.41642, -0.197427, 3.6, -12.3, 4
1, 3.19186, 1.41517, -0.206067, 3.5, -12.3, 4
1, 3.1906, 1.41356, -0.212479, 3.6, -12.3, 5
1, 3.18958, 1.41222, -0.219204, 3.5, -12.3, 6
1, 3.19176, 1.41432, -0.229631, 3.6, -12.1, 7
1, 3.19387, 1.41638, -0.239979, 3.5, -12.3, 7
1, 3.19511, 1.41786, -0.249187, 3.6, -12.1, 8
1, 3.196, 1.41916, -0.258556, 3.6, -12.3, 9
1, 3.19231, 1.41797, -0.269895, 3.6, -12.3, 9
1, 3.18901, 1.41696, -0.281118, 3.5, -12.3, 15
1, 3.19098, 1.41838, -0.290783, 3.6, -12.3, 16
1, 3.19275, 1.41972, -0.300149, 3.5, -12.1, 16
1, 3.19173, 1.42003, -0.305486, 3.6, -12.1, 17
1, 3.19083, 1.4204, -0.310748, 3.5, -12.1, 16
1, 3.19152, 1.42155, -0.314846, 3.6, -12.1, 17
1, 3.19221, 1.42274, -0.319124, 3.5, -12.1, 17
1, 3.19265, 1.42461, -0.325839, 3.7, -12.1, 18
1, 3.19302, 1.42621, -0.332679, 3.5, -12.1, 17
1, 3.19205, 1.42385, -0.341569, 3.7, -11.9, 18
1, 3.19106, 1.42169, -0.350653, 3.5, -12.1, 17
1, 3.18974, 1.42265, -0.36256, 3.7, -11.9, 18
1, 3.18844, 1.42365, -0.374175, 3.5, -12.1, 18
1, 3.18763, 1.42524, -0.381003, 3.7, -11.9, 18
1, 3.1868, 1.42685, -0.387606, 3.5, -11.9, 18
1, 3.18577, 1.42895, -0.390371, 3.7, -11.9, 18
1, 3.18489, 1.43076, -0.393179, 3.5, -11.9, 17
1, 3.18668, 1.42803, -0.396601, 3.7, -11.9, 17
1, 3.18829, 1.42553, -0.400157, 3.5, -12.1, 17
1, 3.18665, 1.42716, -0.405759, 3.7, -11.9, 12
1, 3.18516, 1.42878, -0.411334, 3.4, -12.1, 16
1, 3.18629, 1.43009, -0.416291, 3.8, -11.9, 17
1, 3.18728, 1.43144, -0.421192, 3.5, -11.9, 16
1, 3.18562, 1.43346, -0.425043, 3.7, -11.8, 11
1, 3.18399, 1.43527, -0.428808, 3.5, -11.9, 11
1, 3.18305, 1.43317, -0.430835, 3.8, -11.8, 11
1, 3.18206, 1.43122, -0.432888, 3.5, -11.9, 9
1, 3.18022, 1.43216, -0.435311, 3.9, -11.7, 8
1, 3.17933, 1.43146, -0.441523, 3.5, -11.9, 9
1, 3.18014, 1.43005, -0.445353, 3.4, -12.1, 8
1, 3.1805, 1.43098, -0.451227, 3.6, -11.9, 9
1, 3.1809, 1.4319, -0.45712, 3.4, -12.1, 9
1, 3.18228, 1.43285, -0.463164, 3.6, -11.9, 9
1, 3.18358, 1.43377, -0.469049, 3.4, -12.1, 8
1, 3.18328, 1.43401, -0.471334, 3.6, -11.9, 8
1, 3.18297, 1.43425, -0.473574, 3.4, -12.1, 7
1, 3.18255, 1.43421, -0.474854, 3.6, -11.9, 7
1, 3.18215, 1.43417, -0.476109, 3.4, -12.3, 5
1, 3.18202, 1.43427, -0.47681, 3.6, -11.9, 4
1, 3.18195, 1.43436, -0.477528, 3.4, -12.3, 2
1, 3.18317, 1.43435, -0.47864, 3.7, -11.9, 3
1, 3.18432, 1.43431, -0.47985, 3.4, -12.5, 2
1, 3.18371, 1.43331, -0.483452, 3.6, -12.1, 3
1, 3.18173, 1.43326, -0.489909, 3.6, -12.1, 4
1, 3.18042, 1.43414, -0.492931, 3.4, -12.3, 3
1, 3.18002, 1.43526, -0.499945, 3.6, -12.1, 4
1, 3.17959, 1.43637, -0.50694, 3.4, -12.3, 3
1, 3.17824, 1.43687, -0.513349, 3.5, -12.3, 3
1, 3.1769, 1.43735, -0.519752, 3.4, -12.4, 3
1, 3.1755, 1.43743, -0.526152, 3.5, -12.3, 2
1, 3.17414, 1.43752, -0.532534, 3.4, -12.5, 1
1, 3.17433, 1.43781, -0.537803, 3.5, -12.3, 2
1, 3.17455, 1.43819, -0.543087, 3.4, -12.4, 1
1, 3.17549, 1.44186, -0.548431, 3.5, -12.5, 2
1, 3.13664, 1.42407, -0.888225, 3.3, -9.7, -10
1, 3.13374, 1.42561, -0.909306, 3.4, -11.5, -10
1, 3.13086, 1.4271, -0.930411, 3.6, -11.5, -10
1, 3.12777, 1.42497, -0.936684, 3.4, -11, -10
2, 3.94294, 3.69455, 0.207378, 5.3, 9.7, -10
2, 3.94269, 3.69686, 0.193142, 5.4, 10.4, -10
2, 3.94396, 3.69851, 0.18337, 5.3, 10.2, -10
2, 3.94526, 3.70017, 0.173355, 5.4, 9.9, -10
2, 3.94682, 3.70198, 0.161104, 5.1, 9.7, -10
